state,county_name,fips_code,carrier,issuer_id,market,plan_count
CO,Crowley County,8025,Kaiser Permanente,21032,on_market,24
CO,Custer County,8027,Anthem,76680,off_market,4
CO,Custer County,8027,Anthem,76680,on_market,21
CO,Custer County,8027,Anthem,87269,off_market,1
CO,Custer County,8027,Friday Health Plans,63312,off_market,2
CO,Custer County,8027,Friday Health Plans,63312,on_market,13
CO,Custer County,8027,Kaiser Permanente,21032,off_market,12
CO,Custer County,8027,Kaiser Permanente,21032,on_market,24
CO,Delta County,8029,Anthem,76680,off_market,4
CO,Delta County,8029,Anthem,76680,on_market,21
CO,Denver County,8031,Anthem,76680,off_market,4
CO,Denver County,8031,Anthem,76680,on_market,21
CO,Denver County,8031,Bright Health Plan,31070,off_market,8
CO,Denver County,8031,Bright Health Plan,31070,on_market,17
CO,Denver County,8031,Cigna,49375,off_market,3
CO,Denver County,8031,Cigna,49375,on_market,16
CO,Denver County,8031,Denver Health Medical Plan,66699,off_market,2
CO,Denver County,8031,Denver Health Medical Plan,66699,on_market,12
CO,Denver County,8031,Friday Health Plans,63312,off_market,2
CO,Denver County,8031,Friday Health Plans,63312,on_market,13
CO,Denver County,8031,Kaiser Permanente,21032,off_market,12
CO,Denver County,8031,Kaiser Permanente,21032,on_market,24
CO,Dolores County,8033,Anthem,76680,off_market,4
CO,Dolores County,8033,Anthem,76680,on_market,21
CO,Douglas County,8035,Anthem,76680,off_market,4
CO,Douglas County,8035,Anthem,76680,on_market,21
CO,Douglas County,8035,Bright Health Plan,31070,off_market,8
CO,Douglas County,8035,Bright Health Plan,31070,on_market,17
CO,Douglas County,8035,Cigna,49375,off_market,3
CO,Douglas County,8035,Cigna,49375,on_market,16
CO,Douglas County,8035,Friday Health Plans,63312,off_market,2
CO,Douglas County,8035,Friday Health Plans,63312,on_market,13
CO,Douglas County,8035,Kaiser Permanente,21032,off_market,24
CO,Douglas County,8035,Kaiser Permanente,21032,on_market,48
CO,Eagle County,8037,Anthem,76680,off_market,8
CO,Eagle County,8037,Anthem,76680,on_market,41
CO,Eagle County,8037,Kaiser Permanente,21032,off_market,12
CO,Eagle County,8037,Kaiser Permanente,21032,on_market,24
CO,Elbert County,8039,Anthem,76680,off_market,4
CO,Elbert County,8039,Anthem,76680,on_market,21
CO,Elbert County,8039,Friday Health Plans,63312,off_market,2
CO,Elbert County,8039,Friday Health Plans,63312,on_market,13
CO,Elbert County,8039,Kaiser Permanente,21032,off_market,24
CO,Elbert County,8039,Kaiser Permanente,21032,on_market,48
CO,El Paso County,8041,Anthem,76680,off_market,4
CO,El Paso County,8041,Anthem,76680,on_market,21
CO,El Paso County,8041,Bright Health Plan,31070,off_market,8
CO,El Paso County,8041,Bright Health Plan,31070,on_market,17
CO,El Paso County,8041,Friday Health Plans,63312,off_market,2
CO,El Paso County,8041,Friday Health Plans,63312,on_market,13
CO,El Paso County,8041,Kaiser Permanente,21032,off_market,24
CO,El Paso County,8041,Kaiser Permanente,21032,on_market,48
CO,Fremont County,8043,Anthem,76680,off_market,4
CO,Fremont County,8043,Anthem,76680,on_market,21
CO,Fremont County,8043,Anthem,87269,off_market,1
CO,Fremont County,8043,Friday Health Plans,63312,off_market,2
CO,Fremont County,8043,Friday Health Plans,63312,on_market,13
CO,Fremont County,8043,Kaiser Permanente,21032,off_market,12
CO,Fremont County,8043,Kaiser Permanente,21032,on_market,24
CO,Garfield County,8045,Anthem,76680,off_market,4
CO,Garfield County,8045,Anthem,76680,on_market,21
CO,Garfield County,8045,Kaiser Permanente,21032,off_market,12
CO,Garfield County,8045,Kaiser Permanente,21032,on_market,24
CO,Gilpin County,8047,Anthem,76680,off_market,4
CO,Gilpin County,8047,Anthem,76680,on_market,21
CO,Gilpin County,8047,Kaiser Permanente,21032,off_market,12
CO,Gilpin County,8047,Kaiser Permanente,21032,on_market,24
CO,Grand County,8049,Anthem,76680,off_market,4
CO,Grand County,8049,Anthem,76680,on_market,21
CO,Grand County,8049,Kaiser Permanente,21032,off_market,12
CO,Grand County,8049,Kaiser Permanente,21032,on_market,24
CO,Gunnison County,8051,Anthem,76680,off_market,4
CO,Gunnison County,8051,Anthem,76680,on_market,21
CO,Hinsdale County,8053,Anthem,76680,off_market,4
CO,Hinsdale County,8053,Anthem,76680,on_market,21
CO,Huerfano County,8055,Anthem,76680,off_market,4
CO,Huerfano County,8055,Anthem,76680,on_market,21
CO,Huerfano County,8055,Anthem,87269,off_market,1
CO,Huerfano County,8055,Friday Health Plans,63312,off_market,2
CO,Huerfano County,8055,Friday Health Plans,63312,on_market,13
CO,Huerfano County,8055,Kaiser Permanente,21032,off_market,12
CO,Huerfano County,8055,Kaiser Permanente,21032,on_market,24
CO,Jackson County,8057,Anthem,76680,off_market,4
CO,Jackson County,8057,Anthem,76680,on_market,21
CO,Jefferson County,8059,Anthem,76680,off_market,4
CO,Jefferson County,8059,Anthem,76680,on_market,21
CO,Jefferson County,8059,Bright Health Plan,31070,off_market,8
CO,Jefferson County,8059,Bright Health Plan,31070,on_market,17
CO,Jefferson County,8059,Cigna,49375,off_market,3
CO,Jefferson County,8059,Cigna,49375,on_market,16
CO,Jefferson County,8059,Denver Health Medical Plan,66699,off_market,2
CO,Jefferson County,8059,Denver Health Medical Plan,66699,on_market,12
CO,Jefferson County,8059,Friday Health Plans,63312,off_market,2
CO,Jefferson County,8059,Friday Health Plans,63312,on_market,13
CO,Jefferson County,8059,Kaiser Permanente,21032,off_market,12
CO,Jefferson County,8059,Kaiser Permanente,21032,on_market,24
CO,Kiowa County,8061,Anthem,76680,off_market,4
CO,Kiowa County,8061,Anthem,76680,on_market,21
CO,Kiowa County,8061,Anthem,87269,off_market,1
CO,Kiowa County,8061,Friday Health Plans,63312,off_market,2
CO,Kiowa County,8061,Friday Health Plans,63312,on_market,13
CO,Kit Carson County,8063,Anthem,76680,off_market,4
CO,Kit Carson County,8063,Anthem,76680,on_market,21
CO,Kit Carson County,8063,Anthem,87269,off_market,1
CO,Kit Carson County,8063,Friday Health Plans,63312,off_market,2
CO,Kit Carson County,8063,Friday Health Plans,63312,on_market,13
CO,Lake County,8065,Anthem,76680,off_market,4
CO,Lake County,8065,Anthem,76680,on_market,21
CO,La Plata County,8067,Anthem,76680,off_market,8
CO,La Plata County,8067,Anthem,76680,on_market,41
CO,La Plata County,8067,Friday Health Plans,63312,off_market,2
CO,La Plata County,8067,Friday Health Plans,63312,on_market,13
CO,Larimer County,8069,Anthem,76680,off_market,4
CO,Larimer County,8069,Anthem,76680,on_market,21
CO,Larimer County,8069,Anthem,87269,off_market,1
CO,Larimer County,8069,Friday Health Plans,63312,off_market,2
CO,Larimer County,8069,Friday Health Plans,63312,on_market,13
CO,Larimer County,8069,Kaiser Permanente,21032,off_market,24
CO,Larimer County,8069,Kaiser Permanente,21032,on_market,48
CO,Las Animas County,8071,Anthem,76680,off_market,4
CO,Las Animas County,8071,Anthem,76680,on_market,21
CO,Las Animas County,8071,Anthem,87269,off_market,1
CO,Las Animas County,8071,Friday Health Plans,63312,off_market,2
CO,Las Animas County,8071,Friday Health Plans,63312,on_market,13
CO,Lincoln County,8073,Anthem,76680,off_market,4
CO,Lincoln County,8073,Anthem,76680,on_market,21
CO,Lincoln County,8073,Anthem,87269,off_market,1
CO,Lincoln County,8073,Friday Health Plans,63312,off_market,2
CO,Lincoln County,8073,Friday Health Plans,63312,on_market,13
CO,Lincoln County,8073,Kaiser Permanente,21032,off_market,12
CO,Lincoln County,8073,Kaiser Permanente,21032,on_market,24
CO,Logan County,8075,Anthem,76680,off_market,4
CO,Logan County,8075,Anthem,76680,on_market,21
CO,Logan County,8075,Anthem,87269,off_market,1
CO,Logan County,8075,Friday Health Plans,63312,off_market,2
CO,Logan County,8075,Friday Health Plans,63312,on_market,13
CO,Mesa County,8077,Anthem,76680,off_market,8
CO,Mesa County,8077,Anthem,76680,on_market,41
CO,Mesa County,8077,Friday Health Plans,63312,off_market,2
CO,Mesa County,8077,Friday Health Plans,63312,on_market,13
CO,Mesa County,8077,Rocky Mountain Health Plans,97879,off_market,3
CO,Mesa County,8077,Rocky Mountain Health Plans,97879,on_market,11
CO,Mineral County,8079,Anthem,76680,off_market,4
CO,Mineral County,8079,Anthem,76680,on_market,21
CO,Mineral County,8079,Anthem,87269,off_market,1
CO,Mineral County,8079,Friday Health Plans,63312,off_market,2
CO,Mineral County,8079,Friday Health Plans,63312,on_market,13
CO,Moffat County,8081,Anthem,76680,off_market,8
CO,Moffat County,8081,Anthem,76680,on_market,41
CO,Montezuma County,8083,Anthem,76680,off_market,8
CO,Montezuma County,8083,Anthem,76680,on_market,41
CO,Montrose County,8085,Anthem,76680,off_market,4
CO,Montrose County,8085,Anthem,76680,on_market,21
CO,Morgan County,8087,Anthem,76680,off_market,4
CO,Morgan County,8087,Anthem,76680,on_market,21
CO,Morgan County,8087,Anthem,87269,off_market,1
CO,Morgan County,8087,Friday Health Plans,63312,off_market,2
CO,Morgan County,8087,Friday Health Plans,63312,on_market,13
CO,Morgan County,8087,Kaiser Permanente,21032,off_market,12
CO,Morgan County,8087,Kaiser Permanente,21032,on_market,24
CO,Otero County,8089,Anthem,76680,off_market,4
CO,Otero County,8089,Anthem,76680,on_market,21
CO,Otero County,8089,Anthem,87269,off_market,1
CO,Otero County,8089,Friday Health Plans,63312,off_market,2
CO,Otero County,8089,Friday Health Plans,63312,on_market,13
CO,Otero County,8089,Kaiser Permanente,21032,off_market,12
CO,Otero County,8089,Kaiser Permanente,21032,on_market,24
CO,Ouray County,8091,Anthem,76680,off_market,4
CO,Ouray County,8091,Anthem,76680,on_market,21
CO,Park County,8093,Anthem,76680,off_market,4
CO,Park County,8093,Anthem,76680,on_market,21
CO,Park County,8093,Kaiser Permanente,21032,off_market,24
CO,Park County,8093,Kaiser Permanente,21032,on_market,48
CO,Phillips County,8095,Anthem,76680,off_market,4
CO,Phillips County,8095,Anthem,76680,on_market,21
CO,Phillips County,8095,Anthem,87269,off_market,1
CO,Phillips County,8095,Friday Health Plans,63312,off_market,2
CO,Phillips County,8095,Friday Health Plans,63312,on_market,13
CO,Pitkin County,8097,Anthem,76680,off_market,4
CO,Pitkin County,8097,Anthem,76680,on_market,21
CO,Prowers County,8099,Anthem,76680,off_market,4
CO,Prowers County,8099,Anthem,76680,on_market,21
CO,Prowers County,8099,Anthem,87269,off_market,1
CO,Prowers County,8099,Friday Health Plans,63312,off_market,2
CO,Prowers County,8099,Friday Health Plans,63312,on_market,13
CO,Pueblo County,8101,Anthem,76680,off_market,4
CO,Pueblo County,8101,Anthem,76680,on_market,21
CO,Pueblo County,8101,Anthem,87269,off_market,1
CO,Pueblo County,8101,Friday Health Plans,63312,off_market,2
CO,Pueblo County,8101,Friday Health Plans,63312,on_market,13
CO,Pueblo County,8101,Kaiser Permanente,21032,off_market,24
CO,Pueblo County,8101,Kaiser Permanente,21032,on_market,48
CO,Rio Blanco County,8103,Anthem,76680,off_market,8
CO,Rio Blanco County,8103,Anthem,76680,on_market,41
CO,Rio Grande County,8105,Anthem,76680,off_market,4
CO,Rio Grande County,8105,Anthem,76680,on_market,21
CO,Rio Grande County,8105,Anthem,87269,off_market,1
CO,Rio Grande County,8105,Friday Health Plans,63312,off_market,2
CO,Rio Grande County,8105,Friday Health Plans,63312,on_market,13
CO,Routt County,8107,Anthem,76680,off_market,4
CO,Routt County,8107,Anthem,76680,on_market,21
CO,Saguache County,8109,Anthem,76680,off_market,4
CO,Saguache County,8109,Anthem,76680,on_market,21
CO,Saguache County,8109,Anthem,87269,off_market,1
CO,Saguache County,8109,Friday Health Plans,63312,off_market,2
CO,Saguache County,8109,Friday Health Plans,63312,on_market,13
CO,San Juan County,8111,Anthem,76680,off_market,4
CO,San Juan County,8111,Anthem,76680,on_market,21
CO,San Miguel County,8113,Anthem,76680,off_market,4
CO,San Miguel County,8113,Anthem,76680,on_market,21
CO,Sedgwick County,8115,Anthem,76680,off_market,4
CO,Sedgwick County,8115,Anthem,76680,on_market,21
CO,Sedgwick County,8115,Anthem,87269,off_market,1
CO,Sedgwick County,8115,Friday Health Plans,63312,off_market,2
CO,Sedgwick County,8115,Friday Health Plans,63312,on_market,13
CO,Summit County,8117,Anthem,76680,off_market,8
CO,Summit County,8117,Anthem,76680,on_market,41
CO,Summit County,8117,Bright Health Plan,31070,off_market,8
CO,Summit County,8117,Bright Health Plan,31070,on_market,17
CO,Summit County,8117,Kaiser Permanente,21032,off_market,12
CO,Summit County,8117,Kaiser Permanente,21032,on_market,24
CO,Teller County,8119,Anthem,76680,off_market,4
CO,Teller County,8119,Anthem,76680,on_market,21
CO,Teller County,8119,Kaiser Permanente,21032,off_market,24
CO,Teller County,8119,Kaiser Permanente,21032,on_market,48
CO,Washington County,8121,Anthem,76680,off_market,4
CO,Washington County,8121,Anthem,76680,on_market,21
CO,Washington County,8121,Anthem,87269,off_market,1
CO,Washington County,8121,Friday Health Plans,63312,off_market,2
CO,Washington County,8121,Friday Health Plans,63312,on_market,13
CO,Weld County,8123,Anthem,76680,off_market,4
CO,Weld County,8123,Anthem,76680,on_market,21
CO,Weld County,8123,Anthem,87269,off_market,1
CO,Weld County,8123,Friday Health Plans,63312,off_market,2
CO,Weld County,8123,Friday Health Plans,63312,on_market,13
CO,Weld County,8123,Kaiser Permanente,21032,off_market,24
CO,Weld County,8123,Kaiser Permanente,21032,on_market,48
CO,Yuma County,8125,Anthem,76680,off_market,4
CO,Yuma County,8125,Anthem,76680,on_market,21
CO,Yuma County,8125,Anthem,87269,off_market,1
CO,Yuma County,8125,Friday Health Plans,63312,off_market,2
CO,Yuma County,8125,Friday Health Plans,63312,on_market,13
CT,Fairfield County,9001,Anthem,86545,off_market,6
CT,Fairfield County,9001,Anthem,86545,on_market,18
CT,Fairfield County,9001,ConnectiCare,75091,off_market,2
CT,Fairfield County,9001,ConnectiCare,76962,on_market,17
CT,Fairfield County,9001,ConnectiCare,94815,off_market,6
CT,Hartford County,9003,Anthem,86545,off_market,6
CT,Hartford County,9003,Anthem,86545,on_market,18
CT,Hartford County,9003,ConnectiCare,75091,off_market,2
CT,Hartford County,9003,ConnectiCare,76962,on_market,17
CT,Hartford County,9003,ConnectiCare,94815,off_market,6
CT,Litchfield County,9005,Anthem,86545,off_market,6
CT,Litchfield County,9005,Anthem,86545,on_market,18
CT,Litchfield County,9005,ConnectiCare,75091,off_market,2
CT,Litchfield County,9005,ConnectiCare,76962,on_market,17
CT,Litchfield County,9005,ConnectiCare,94815,off_market,6
CT,Middlesex County,9007,Anthem,86545,off_market,6
CT,Middlesex County,9007,Anthem,86545,on_market,18
CT,Middlesex County,9007,ConnectiCare,75091,off_market,2
CT,Middlesex County,9007,ConnectiCare,76962,on_market,17
CT,Middlesex County,9007,ConnectiCare,94815,off_market,6
CT,New Haven County,9009,Anthem,86545,off_market,6
CT,New Haven County,9009,Anthem,86545,on_market,18
CT,New Haven County,9009,ConnectiCare,75091,off_market,2
CT,New Haven County,9009,ConnectiCare,76962,on_market,17
CT,New Haven County,9009,ConnectiCare,94815,off_market,6
CT,New London County,9011,Anthem,86545,off_market,6
CT,New London County,9011,Anthem,86545,on_market,18
CT,New London County,9011,ConnectiCare,75091,off_market,2
CT,New London County,9011,ConnectiCare,76962,on_market,17
CT,New London County,9011,ConnectiCare,94815,off_market,6
CT,Tolland County,9013,Anthem,86545,off_market,6
CT,Tolland County,9013,Anthem,86545,on_market,18
CT,Tolland County,9013,ConnectiCare,75091,off_market,2
CT,Tolland County,9013,ConnectiCare,76962,on_market,17
CT,Tolland County,9013,ConnectiCare,94815,off_market,6
CT,Windham County,9015,Anthem,86545,off_market,6
CT,Windham County,9015,Anthem,86545,on_market,18
CT,Windham County,9015,ConnectiCare,75091,off_market,2
CT,Windham County,9015,ConnectiCare,76962,on_market,17
CT,Windham County,9015,ConnectiCare,94815,off_market,6
DC,District of Columbia,11001,CareFirst BlueCross BlueShield,78079,on_market,9
DC,District of Columbia,11001,CareFirst BlueCross BlueShield,86052,on_market,10
DC,District of Columbia,11001,Kaiser Permanente,94506,on_market,21
DE,Kent County,10001,Highmark BlueCross BlueShield,76168,on_market,17
DE,New Castle County,10003,Highmark BlueCross BlueShield,76168,on_market,17
DE,Sussex County,10005,Highmark BlueCross BlueShield,76168,on_market,17
FL,Alachua County,12001,Ambetter,21663,on_market,50
FL,Alachua County,12001,Florida Blue,16842,on_market,24
FL,Alachua County,12001,Florida Blue,30252,on_market,44
FL,Baker County,12003,Florida Blue,16842,on_market,48
FL,Baker County,12003,Florida Blue,30252,on_market,24
FL,Bay County,12005,Florida Blue,16842,on_market,48
FL,Bay County,12005,Florida Blue,30252,on_market,24
FL,Bradford County,12007,Florida Blue,16842,on_market,24
FL,Bradford County,12007,Florida Blue,30252,on_market,24
FL,Brevard County,12009,Florida Blue,16842,on_market,48
FL,Brevard County,12009,Florida Blue,30252,on_market,24
FL,Brevard County,12009,Florida Health Care Plans,56503,on_market,54
FL,Brevard County,12009,Health First Health Plans,36194,on_market,53
FL,Broward County,12011,Ambetter,21663,on_market,50
FL,Broward County,12011,AvMed,19898,off_market,10
FL,Broward County,12011,Florida Blue,16842,on_market,48
FL,Broward County,12011,Florida Blue,30252,on_market,20
FL,Broward County,12011,Molina,54172,on_market,6
FL,Calhoun County,12013,Florida Blue,16842,on_market,24
FL,Charlotte County,12015,Ambetter,21663,on_market,50
FL,Charlotte County,12015,Florida Blue,16842,on_market,48
FL,Charlotte County,12015,Florida Blue,30252,on_market,24
FL,Citrus County,12017,Ambetter,21663,on_market,50
FL,Citrus County,12017,Florida Blue,16842,on_market,48
FL,Citrus County,12017,Florida Blue,30252,on_market,24
FL,Clay County,12019,Ambetter,21663,on_market,50
FL,Clay County,12019,Florida Blue,16842,on_market,48
FL,Clay County,12019,Florida Blue,30252,on_market,24
FL,Collier County,12021,Florida Blue,16842,on_market,24
FL,Collier County,12021,Florida Blue,30252,on_market,24
FL,Columbia County,12023,Florida Blue,16842,on_market,24
FL,Columbia County,12023,Florida Blue,30252,on_market,24
FL,DeSoto County,12027,Florida Blue,16842,on_market,24
FL,DeSoto County,12027,Florida Blue,30252,on_market,24
FL,Dixie County,12029,Florida Blue,16842,on_market,24
FL,Dixie County,12029,Florida Blue,30252,on_market,24
FL,Duval County,12031,Ambetter,21663,on_market,50
FL,Duval County,12031,Florida Blue,16842,on_market,48
FL,Duval County,12031,Florida Blue,30252,on_market,20
FL,Duval County,12031,Molina,54172,on_market,6
FL,Escambia County,12033,Florida Blue,16842,on_market,48
FL,Escambia County,12033,Florida Blue,30252,on_market,24
FL,Flagler County,12035,Ambetter,21663,on_market,50
FL,Flagler County,12035,Florida Blue,16842,on_market,24
FL,Flagler County,12035,Florida Blue,30252,on_market,24
FL,Flagler County,12035,Florida Health Care Plans,56503,on_market,54
FL,Flagler County,12035,Health First Health Plans,36194,on_market,53
FL,Franklin County,12037,Florida Blue,16842,on_market,24
FL,Gadsden County,12039,Florida Blue,16842,on_market,24
FL,Gilchrist County,12041,Florida Blue,16842,on_market,24
FL,Gilchrist County,12041,Florida Blue,30252,on_market,24
FL,Glades County,12043,Florida Blue,16842,on_market,24
FL,Gulf County,12045,Florida Blue,16842,on_market,48
FL,Hamilton County,12047,Florida Blue,16842,on_market,24
FL,Hardee County,12049,Florida Blue,16842,on_market,24
FL,Hendry County,12051,Florida Blue,16842,on_market,24
FL,Hendry County,12051,Florida Blue,30252,on_market,24
FL,Hernando County,12053,Ambetter,21663,on_market,50
FL,Hernando County,12053,Florida Blue,16842,on_market,48
FL,Hernando County,12053,Florida Blue,30252,on_market,24
FL,Highlands County,12055,Ambetter,21663,on_market,50
FL,Highlands County,12055,Florida Blue,16842,on_market,48
FL,Hillsborough County,12057,Ambetter,21663,on_market,50
FL,Hillsborough County,12057,Florida Blue,16842,on_market,48
FL,Hillsborough County,12057,Florida Blue,30252,on_market,20
FL,Hillsborough County,12057,Molina,54172,on_market,6
FL,Holmes County,12059,Florida Blue,16842,on_market,24
FL,Indian River County,12061,Florida Blue,16842,on_market,48
FL,Jackson County,12063,Florida Blue,16842,on_market,24
FL,Jefferson County,12065,Florida Blue,16842,on_market,24
FL,Lafayette County,12067,Florida Blue,16842,on_market,24
FL,Lake County,12069,Ambetter,21663,on_market,50
FL,Lake County,12069,Florida Blue,16842,on_market,48
FL,Lake County,12069,Florida Blue,30252,on_market,24
FL,Lake County,12069,Oscar,40572,off_market,1
FL,Lake County,12069,Oscar,40572,on_market,17
FL,Lee County,12071,Florida Blue,16842,on_market,24
FL,Lee County,12071,Florida Blue,30252,on_market,24
FL,Leon County,12073,Florida Blue,16842,on_market,24
FL,Levy County,12075,Florida Blue,16842,on_market,24
FL,Levy County,12075,Florida Blue,30252,on_market,24
FL,Liberty County,12077,Florida Blue,16842,on_market,24
FL,Madison County,12079,Florida Blue,16842,on_market,24
FL,Manatee County,12081,Ambetter,21663,on_market,50
FL,Manatee County,12081,Florida Blue,16842,on_market,24
FL,Manatee County,12081,Florida Blue,30252,on_market,44
FL,Marion County,12083,Ambetter,21663,on_market,50
FL,Marion County,12083,Florida Blue,16842,on_market,48
FL,Marion County,12083,Florida Blue,30252,on_market,24
FL,Martin County,12085,Florida Blue,16842,on_market,48
FL,Martin County,12085,Florida Blue,30252,on_market,24
FL,Miami-Dade County,12086,Ambetter,21663,on_market,50
FL,Miami-Dade County,12086,AvMed,19898,off_market,10
FL,Miami-Dade County,12086,Florida Blue,16842,on_market,48
FL,Miami-Dade County,12086,Florida Blue,30252,on_market,20
FL,Miami-Dade County,12086,Molina,54172,on_market,6
FL,Monroe County,12087,Florida Blue,16842,on_market,24
FL,Nassau County,12089,Florida Blue,16842,on_market,24
FL,Nassau County,12089,Florida Blue,30252,on_market,24
FL,Okaloosa County,12091,Florida Blue,16842,on_market,48
FL,Okaloosa County,12091,Florida Blue,30252,on_market,24
FL,Okeechobee County,12093,Ambetter,21663,on_market,50
FL,Okeechobee County,12093,Florida Blue,16842,on_market,24
FL,Okeechobee County,12093,Florida Blue,30252,on_market,24
FL,Orange County,12095,Ambetter,21663,on_market,50
FL,Orange County,12095,Florida Blue,16842,on_market,48
FL,Orange County,12095,Florida Blue,30252,on_market,20
FL,Orange County,12095,Oscar,40572,off_market,1
FL,Orange County,12095,Oscar,40572,on_market,17
FL,Osceola County,12097,Ambetter,21663,on_market,50
FL,Osceola County,12097,Florida Blue,16842,on_market,48
FL,Osceola County,12097,Florida Blue,30252,on_market,20
FL,Osceola County,12097,Molina,54172,on_market,6
FL,Osceola County,12097,Oscar,40572,off_market,1
FL,Osceola County,12097,Oscar,40572,on_market,17
FL,Palm Beach County,12099,Ambetter,21663,on_market,50
FL,Palm Beach County,12099,Florida Blue,16842,on_market,48
FL,Palm Beach County,12099,Florida Blue,30252,on_market,20
FL,Palm Beach County,12099,Molina,54172,on_market,6
FL,Pasco County,12101,Ambetter,21663,on_market,50
FL,Pasco County,12101,Florida Blue,16842,on_market,48
FL,Pasco County,12101,Florida Blue,30252,on_market,20
FL,Pinellas County,12103,Ambetter,21663,on_market,50
FL,Pinellas County,12103,Florida Blue,16842,on_market,48
FL,Pinellas County,12103,Florida Blue,30252,on_market,20
FL,Pinellas County,12103,Molina,54172,on_market,6
FL,Polk County,12105,Ambetter,21663,on_market,50
FL,Polk County,12105,Florida Blue,16842,on_market,48
FL,Polk County,12105,Florida Blue,30252,on_market,20
FL,Polk County,12105,Molina,54172,on_market,6
FL,Putnam County,12107,Ambetter,21663,on_market,50
FL,Putnam County,12107,Florida Blue,16842,on_market,24
FL,Santa Rosa County,12113,Florida Blue,16842,on_market,48
FL,Santa Rosa County,12113,Florida Blue,30252,on_market,24
FL,Sarasota County,12115,Ambetter,21663,on_market,50
FL,Sarasota County,12115,Florida Blue,16842,on_market,48
FL,Sarasota County,12115,Florida Blue,30252,on_market,24
FL,Seminole County,12117,Ambetter,21663,on_market,50
FL,Seminole County,12117,Florida Blue,16842,on_market,48
FL,Seminole County,12117,Florida Blue,30252,on_market,20
FL,Seminole County,12117,Florida Health Care Plans,56503,on_market,54
FL,Seminole County,12117,Health First Health Plans,36194,on_market,53
FL,Seminole County,12117,Oscar,40572,off_market,1
FL,Seminole County,12117,Oscar,40572,on_market,17
FL,St. Johns County,12109,Florida Blue,16842,on_market,48
FL,St. Johns County,12109,Florida Blue,30252,on_market,24
FL,St. Lucie County,12111,Ambetter,21663,on_market,50
FL,St. Lucie County,12111,Florida Blue,16842,on_market,24
FL,St. Lucie County,12111,Florida Blue,30252,on_market,24
FL,Sumter County,12119,Florida Blue,16842,on_market,48
FL,Sumter County,12119,Florida Blue,30252,on_market,24
FL,Suwannee County,12121,Florida Blue,16842,on_market,24
FL,Suwannee County,12121,Florida Blue,30252,on_market,24
FL,Taylor County,12123,Florida Blue,16842,on_market,24
FL,Union County,12125,Florida Blue,16842,on_market,24
FL,Volusia County,12127,Ambetter,21663,on_market,50
FL,Volusia County,12127,Florida Blue,16842,on_market,24
FL,Volusia County,12127,Florida Blue,30252,on_market,24
FL,Volusia County,12127,Florida Health Care Plans,56503,on_market,54
FL,Volusia County,12127,Health First Health Plans,36194,on_market,53
FL,Wakulla County,12129,Florida Blue,16842,on_market,24
FL,Walton County,12131,Florida Blue,16842,on_market,48
FL,Walton County,12131,Florida Blue,30252,on_market,24
FL,Washington County,12133,Florida Blue,16842,on_market,24
GA,Appling County,13001,Ambetter,70893,off_market,28
GA,Appling County,13001,Ambetter,70893,on_market,19
GA,Atkinson County,13003,Anthem,49046,on_market,15
GA,Bacon County,13005,Ambetter,70893,off_market,28
GA,Bacon County,13005,Ambetter,70893,on_market,19
GA,Baker County,13007,Ambetter,70893,off_market,28
GA,Baker County,13007,Ambetter,70893,on_market,19
GA,Baldwin County,13009,Anthem,49046,on_market,15
GA,Banks County,13011,Alliant Health Plans,83761,off_market,1
GA,Banks County,13011,Alliant Health Plans,83761,on_market,14
GA,Banks County,13011,Anthem,49046,on_market,31
GA,Barrow County,13013,Alliant Health Plans,83761,off_market,1
GA,Barrow County,13013,Alliant Health Plans,83761,on_market,14
GA,Barrow County,13013,Ambetter,70893,off_market,28
GA,Barrow County,13013,Ambetter,70893,on_market,19
GA,Bartow County,13015,Anthem,49046,on_market,31
GA,Bartow County,13015,Kaiser Permanente,89942,off_market,8
GA,Bartow County,13015,Kaiser Permanente,89942,on_market,17
GA,Ben Hill County,13017,Ambetter,70893,off_market,28
GA,Ben Hill County,13017,Ambetter,70893,on_market,19
GA,Berrien County,13019,Anthem,49046,on_market,15
GA,Bibb County,13021,Ambetter,70893,off_market,28
GA,Bibb County,13021,Ambetter,70893,on_market,19
GA,Bleckley County,13023,Ambetter,70893,off_market,28
GA,Bleckley County,13023,Ambetter,70893,on_market,19
GA,Brantley County,13025,Ambetter,70893,off_market,28
GA,Brantley County,13025,Ambetter,70893,on_market,19
GA,Brooks County,13027,Anthem,49046,on_market,15
GA,Bryan County,13029,Ambetter,70893,off_market,28
GA,Bryan County,13029,Ambetter,70893,on_market,19
GA,Bulloch County,13031,Ambetter,70893,off_market,28
GA,Bulloch County,13031,Ambetter,70893,on_market,19
GA,Burke County,13033,Anthem,49046,on_market,15
GA,Butts County,13035,Ambetter,70893,on_market,47
GA,Butts County,13035,Kaiser Permanente,89942,off_market,8
GA,Butts County,13035,Kaiser Permanente,89942,on_market,17
GA,Calhoun County,13037,Ambetter,70893,off_market,28
GA,Calhoun County,13037,Ambetter,70893,on_market,19
GA,Camden County,13039,Ambetter,70893,off_market,28
GA,Camden County,13039,Ambetter,70893,on_market,19
GA,Candler County,13043,Ambetter,70893,off_market,28
GA,Candler County,13043,Ambetter,70893,on_market,19
GA,Carroll County,13045,Anthem,49046,on_market,15
GA,Catoosa County,13047,Ambetter,70893,on_market,47
