"","ST","AREA","CARRIER","PLANNAME","METAL","PREMI27","PREMI50","actively_marketed","AB_CopayInnTier1","AB_CopayInnTier1A","AB_CoinsInnTier1","AB_CoinsInnTier1A","ER_CopayInnTier1","ER_CopayInnTier1A","ER_CoinsInnTier1","ER_CoinsInnTier1A","OM_CopayInnTier1","OM_CopayInnTier1A","OM_CoinsInnTier1","OM_CoinsInnTier1A","SD_CopayInnTier1","SD_CopayInnTier1A","SD_CoinsInnTier1","SD_CoinsInnTier1A","DEHBDedInnTier1IndividualA","MEHBDedInnTier1IndividualA","TEHBDedInnTier1IndividualA","Med_Deductible_Amount"
"2897","FL","FL05","Health First Health Plans","Health First Silver HMO 80 1754","Silver",469.91,800.82,TRUE,0,NA,4,20,0,NA,4,20,3,30,0,NA,0,NA,4,40,500,3900,NA,3900
"2898","FL","FL05","Health First Health Plans","Health First Bronze HMO 60 1750","Bronze",326.94,557.16,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,45,NA,NA,7500,7500
"2899","FL","FL05","Health First Health Plans","Health First Silver HMO 80 1778","Silver",467.59,796.86,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,500,2900,NA,2900
"2900","FL","FL05","Health First Health Plans","Health First Silver HMO 65 1806","Silver",446.34,760.66,TRUE,0,NA,4,35,0,NA,4,35,0,NA,4,35,0,NA,4,30,NA,NA,2650,2650
"2901","FL","FL05","Health First Health Plans","Health First GYM ACCESS Silver HMO 90 1680","Silver",493.43,840.9,TRUE,0,NA,4,10,3,750,0,NA,3,90,0,NA,0,NA,4,20,750,7150,NA,7150
"2902","FL","FL05","Health First Health Plans","Health First GYM ACCESS Silver HMO 80 HSA 1728","Silver",477.22,813.28,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,10,NA,NA,2500,2500
"2903","FL","FL05","Health First Health Plans","Health First GYM ACCESS Silver HMO 70 1720","Silver",475.75,810.77,TRUE,0,NA,4,30,0,NA,4,30,0,NA,4,30,0,NA,4,30,500,2000,NA,2000
"2904","FL","FL05","Health First Health Plans","Health First GYM ACCESS Bronze HMO 70 HSA 1662","Bronze",320.93,546.92,TRUE,0,NA,4,30,0,NA,4,30,0,NA,4,30,0,NA,4,30,NA,NA,5500,5500
"2905","FL","FL05","Health First Health Plans","Health First GYM ACCESS Silver HMO 80 1688","Silver",448.34,764.07,TRUE,0,NA,4,20,0,NA,4,20,0,NA,4,20,0,NA,4,30,500,4950,NA,4950
"2906","FL","FL05","Health First Health Plans","Health First GYM ACCESS Bronze HMO 100 HSA 1658","Bronze",321.52,547.93,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,6450,6450
"2907","FL","FL05","Health First Health Plans","Health First GYM ACCESS Catastrophic HMO 1746","Catastrophic",191.82,326.9,TRUE,2,0,0,NA,2,0,0,NA,2,0,0,NA,2,0,0,NA,NA,NA,7900,7900
"2908","FL","FL05","Health First Health Plans","Health First GYM ACCESS Silver HMO 100 1672","Silver",482.98,823.1,TRUE,2,0,0,NA,2,0,0,NA,4,50,0,NA,0,NA,4,20,200,4200,NA,4200
"2909","FL","FL05","Health First Health Plans","Health First GYM ACCESS Gold HMO 70 1742","Gold",434.05,739.7,TRUE,0,NA,4,30,3,250,0,NA,3,80,0,NA,0,NA,4,30,200,1500,NA,1500
"2910","FL","FL64","Health First Health Plans","Florida Hospital GYM ACCESS Bronze HMO 70 1657","Bronze",332.86,567.26,TRUE,0,NA,4,30,0,NA,4,30,3,160,0,NA,0,NA,4,30,500,7400,NA,7400
"2911","FL","FL17","Health First Health Plans","Florida Hospital GYM ACCESS Bronze HMO 70 1657","Bronze",332.86,567.26,TRUE,0,NA,4,30,0,NA,4,30,3,160,0,NA,0,NA,4,30,500,7400,NA,7400
"2912","FL","FL57","Health First Health Plans","Florida Hospital GYM ACCESS Bronze HMO 70 1657","Bronze",359.49,612.64,TRUE,0,NA,4,30,0,NA,4,30,3,160,0,NA,0,NA,4,30,500,7400,NA,7400
"2913","FL","FL05","Health First Health Plans","Health First GYM ACCESS Bronze HMO 70 1656","Bronze",329.57,561.65,TRUE,0,NA,4,30,0,NA,4,30,3,160,0,NA,0,NA,4,30,500,7400,NA,7400
"2914","FL","FL43","Molina","Molina Gold","Gold",516.58,880.36,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2915","FL","FL52","Molina","Molina Gold","Gold",516.58,880.36,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2916","FL","FL28","Molina","Molina Gold","Gold",531.78,906.25,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2917","FL","FL49","Molina","Molina Gold","Gold",516.58,880.36,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2918","FL","FL15","Molina","Molina Gold","Gold",465.94,794.05,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2919","FL","FL06","Molina","Molina Gold","Gold",501.39,854.47,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2920","FL","FL52","Molina","Molina Silver 250","Silver",465.61,793.49,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2921","FL","FL53","Molina","Molina Gold","Gold",562.16,958.04,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2922","FL","FL28","Molina","Molina Silver 250","Silver",479.3,816.83,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2923","FL","FL50","Molina","Molina Gold","Gold",506.45,863.1,TRUE,0,NA,3,20,0,NA,4,20,3,10,0,NA,0,NA,3,30,NA,NA,2925,2925
"2924","FL","FL50","Molina","Molina Silver 250","Silver",456.48,777.93,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2925","FL","FL06","Molina","Molina Silver 250","Silver",451.92,770.15,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2926","FL","FL53","Molina","Molina Silver 250","Silver",506.69,863.51,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2927","FL","FL43","Molina","Molina Silver 250","Silver",465.61,793.49,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2928","FL","FL49","Molina","Molina Silver 250","Silver",465.61,793.49,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2929","FL","FL15","Molina","Molina Silver 250","Silver",419.96,715.7,TRUE,0,NA,3,30,0,NA,4,30,3,30,0,NA,0,NA,4,40,400,5350,NA,5350
"2930","FL","FL53","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",340.39,580.09,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2931","FL","FL50","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",306.66,522.6,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2932","FL","FL06","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",303.59,517.38,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2933","FL","FL28","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",321.99,548.73,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2934","FL","FL43","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",312.79,533.06,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2935","FL","FL49","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",312.79,533.06,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2936","FL","FL52","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",312.79,533.06,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2937","FL","FL15","Molina","Molina Bronze - No Deductible for PCP Visits","Bronze",282.12,480.79,TRUE,0,NA,4,40,0,NA,4,40,3,35,0,NA,0,NA,4,50,NA,NA,6400,6400
"2938","FL","FL64","Florida Health Care Plans","Gym Access IND Gold HMO 5500","Gold",392.42,668.77,TRUE,3,150,0,NA,3,200,0,NA,3,35,0,NA,0,NA,3,50,0,2500,NA,2500
"2939","FL","FL05","Florida Health Care Plans","Gym Access IND Bronze HMO BC 3841","Bronze",272.91,465.1,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2940","FL","FL64","Florida Health Care Plans","Gym Access IND Bronze HMO BC 3841","Bronze",287.28,489.58,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2941","FL","FL57","Florida Health Care Plans","Gym Access IND Bronze HMO BC 3841","Bronze",313.13,533.64,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2942","FL","FL17","Florida Health Care Plans","Gym Access IND Bronze HMO BC 3841","Bronze",310.26,528.74,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2943","FL","FL17","Florida Health Care Plans","Gym Access IND Silver POS BC 0941","Silver",456.97,778.76,TRUE,3,400,0,NA,4,400,0,NA,3,100,0,NA,0,NA,4,50,3000,5600,NA,5600
"2944","FL","FL57","Florida Health Care Plans","Gym Access IND Silver POS BC 0941","Silver",461.2,785.97,TRUE,3,400,0,NA,4,400,0,NA,3,100,0,NA,0,NA,4,50,3000,5600,NA,5600
"2945","FL","FL05","Florida Health Care Plans","Gym Access IND Silver POS BC 0941","Silver",401.96,685.02,TRUE,3,400,0,NA,4,400,0,NA,3,100,0,NA,0,NA,4,50,3000,5600,NA,5600
"2946","FL","FL64","Florida Health Care Plans","Gym Access IND Silver POS BC 0941","Silver",423.12,721.08,TRUE,3,400,0,NA,4,400,0,NA,3,100,0,NA,0,NA,4,50,3000,5600,NA,5600
"2947","FL","FL17","Florida Health Care Plans","Gym Access IND Bronze POS BC 3841","Bronze",341.29,581.62,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2948","FL","FL64","Florida Health Care Plans","Gym Access IND Bronze POS BC 3841","Bronze",316.01,538.54,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2949","FL","FL57","Florida Health Care Plans","Gym Access IND Bronze POS BC 3841","Bronze",344.45,587.01,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2950","FL","FL05","Florida Health Care Plans","Gym Access IND Bronze POS BC 3841","Bronze",300.21,511.61,TRUE,0,NA,4,50,0,NA,4,50,3,65,0,NA,0,NA,4,50,NA,NA,6400,6400
"2951","FL","FL05","Florida Health Care Plans","Gym Access IND Gold HMO 5500","Gold",372.8,635.33,TRUE,3,150,0,NA,3,200,0,NA,3,35,0,NA,0,NA,3,50,0,2500,NA,2500
"2952","FL","FL57","Florida Health Care Plans","Gym Access IND Gold HMO 5500","Gold",427.74,728.96,TRUE,3,150,0,NA,3,200,0,NA,3,35,0,NA,0,NA,3,50,0,2500,NA,2500
"2953","FL","FL17","Florida Health Care Plans","Gym Access IND Gold HMO 5500","Gold",423.82,722.27,TRUE,3,150,0,NA,3,200,0,NA,3,35,0,NA,0,NA,3,50,0,2500,NA,2500
"2954","FL","FL41","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",387.11,659.71,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2955","FL","FL09","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",383.53,653.6,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2956","FL","FL06","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",387.11,659.71,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2957","FL","FL27","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",427.73,728.94,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2958","FL","FL17","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",439.68,749.3,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2959","FL","FL56","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",433.31,738.44,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2960","FL","FL26","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",413.4,704.51,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2961","FL","FL15","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",410.21,699.08,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2962","FL","FL08","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",384.32,654.96,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2963","FL","FL53","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",420.56,716.73,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2964","FL","FL57","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",426.94,727.58,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2965","FL","FL34","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",422.95,720.8,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2966","FL","FL59","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",437.69,745.91,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2967","FL","FL48","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",435.7,742.52,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2968","FL","FL54","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",406.23,692.29,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2969","FL","FL49","Ambetter","Ambetter Secure Care 3 (2019) with 3 Free PCP Visits","Gold",436.89,744.55,TRUE,0,NA,4,20,4,250,0,NA,0,NA,4,20,0,NA,4,30,500,1000,NA,1000
"2970","FL","FL49","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",441.71,752.76,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2971","FL","FL17","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",444.53,757.56,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2972","FL","FL26","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",417.95,712.28,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2973","FL","FL59","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",442.52,754.13,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2974","FL","FL57","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",431.64,735.61,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2975","FL","FL56","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",438.09,746.59,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2976","FL","FL47","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",394.2,671.79,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2977","FL","FL09","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",387.75,660.81,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2978","FL","FL15","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",414.73,706.79,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2979","FL","FL52","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",432.45,736.98,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2980","FL","FL41","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",391.38,666.99,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2981","FL","FL28","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",419.56,715.02,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2982","FL","FL34","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",427.62,728.74,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2983","FL","FL08","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",388.56,662.18,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2984","FL","FL01","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",491.64,837.85,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2985","FL","FL50","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",399.03,680.02,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2986","FL","FL06","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",391.38,666.99,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2987","FL","FL43","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",395,673.16,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2988","FL","FL64","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",422.38,719.82,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2989","FL","FL27","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",432.45,736.98,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2990","FL","FL10","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",414.33,706.1,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2991","FL","FL40","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",386.95,659.44,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2992","FL","FL51","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",425.2,724.63,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2993","FL","FL53","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",425.2,724.63,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2994","FL","FL48","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",440.5,750.7,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2995","FL","FL54","Ambetter","Ambetter Balanced Care 2 (2019) + Vision","Silver",410.71,699.92,TRUE,2,0,0,NA,2,0,0,NA,3,30,0,NA,2,0,0,NA,NA,NA,6500,6500
"2996","FL","FL62","Florida Blue","BlueOptions Silver 1423","Silver",559.59,953.65,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"2997","FL","FL53","Florida Blue","BlueOptions Silver 1423","Silver",672.85,1146.67,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"2998","FL","FL56","Florida Blue","BlueOptions Silver 1423","Silver",616.22,1050.17,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"2999","FL","FL61","Florida Blue","BlueOptions Silver 1423","Silver",625.16,1065.4,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3000","FL","FL04","Florida Blue","BlueOptions Silver 1423","Silver",611,1041.27,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3001","FL","FL47","Florida Blue","BlueOptions Silver 1423","Silver",739.16,1259.68,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3002","FL","FL07","Florida Blue","BlueOptions Silver 1423","Silver",566.3,965.08,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3003","FL","FL59","Florida Blue","BlueOptions Silver 1423","Silver",614.74,1047.63,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3004","FL","FL48","Florida Blue","BlueOptions Silver 1423","Silver",722.77,1231.75,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3005","FL","FL54","Florida Blue","BlueOptions Silver 1423","Silver",604.3,1029.84,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3006","FL","FL64","Florida Blue","BlueOptions Silver 1423","Silver",599.08,1020.95,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3007","FL","FL34","Florida Blue","BlueOptions Silver 1423","Silver",622.19,1060.33,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3008","FL","FL06","Florida Blue","BlueOptions Silver 1423","Silver",751.09,1280.01,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3009","FL","FL09","Florida Blue","BlueOptions Silver 1423","Silver",664.65,1132.7,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3010","FL","FL49","Florida Blue","BlueOptions Silver 1423","Silver",740.65,1262.22,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3011","FL","FL43","Florida Blue","BlueOptions Silver 1423","Silver",770.46,1313.01,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3012","FL","FL39","Florida Blue","BlueOptions Silver 1423","Silver",576.72,982.85,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3013","FL","FL19","Florida Blue","BlueOptions Silver 1423","Silver",650.49,1108.57,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3014","FL","FL30","Florida Blue","BlueOptions Silver 1423","Silver",611.75,1042.54,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3015","FL","FL57","Florida Blue","BlueOptions Silver 1423","Silver",749.6,1277.47,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3016","FL","FL66","Florida Blue","BlueOptions Silver 1423","Silver",674.35,1149.22,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3017","FL","FL05","Florida Blue","BlueOptions Silver 1423","Silver",609.52,1038.74,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3018","FL","FL45","Florida Blue","BlueOptions Silver 1423","Silver",725.75,1236.82,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3019","FL","FL32","Florida Blue","BlueOptions Silver 1423","Silver",675.09,1150.49,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3020","FL","FL40","Florida Blue","BlueOptions Silver 1423","Silver",628.88,1071.74,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3021","FL","FL24","Florida Blue","BlueOptions Silver 1423","Silver",739.16,1259.68,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3022","FL","FL15","Florida Blue","BlueOptions Silver 1423","Silver",666.14,1135.24,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3023","FL","FL58","Florida Blue","BlueOptions Silver 1423","Silver",599.83,1022.23,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3024","FL","FL50","Florida Blue","BlueOptions Silver 1423","Silver",719.8,1226.68,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3025","FL","FL33","Florida Blue","BlueOptions Silver 1423","Silver",588.65,1003.18,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3026","FL","FL67","Florida Blue","BlueOptions Silver 1423","Silver",573.75,977.78,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3027","FL","FL25","Florida Blue","BlueOptions Silver 1423","Silver",670.62,1142.86,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3028","FL","FL08","Florida Blue","BlueOptions Silver 1423","Silver",623.68,1062.87,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3029","FL","FL41","Florida Blue","BlueOptions Silver 1423","Silver",585.67,998.11,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
"3030","FL","FL37","Florida Blue","BlueOptions Silver 1423","Silver",634.1,1080.64,TRUE,3,400,0,NA,4,350,0,NA,3,100,0,NA,0,NA,4,50,3000,5950,NA,5950
