fips_code,county_name,rating_area_count,rating_area_id,year
18103,Miami County,1,IN06,2019
18105,Monroe County,1,IN13,2019
18107,Montgomery County,1,IN07,2019
18109,Morgan County,1,IN10,2019
18111,Newton County,1,IN05,2019
18113,Noble County,1,IN03,2019
18115,Ohio County,1,IN14,2019
18117,Orange County,1,IN15,2019
18119,Owen County,1,IN13,2019
18121,Parke County,1,IN09,2019
18123,Perry County,1,IN15,2019
18125,Pike County,1,IN15,2019
18127,Porter County,1,IN01,2019
18129,Posey County,1,IN17,2019
18131,Pulaski County,1,IN06,2019
18133,Putnam County,1,IN07,2019
18135,Randolph County,1,IN08,2019
18137,Ripley County,1,IN14,2019
18139,Rush County,1,IN12,2019
18141,St. Joseph County,1,IN02,2019
18143,Scott County,1,IN16,2019
18145,Shelby County,1,IN10,2019
18147,Spencer County,1,IN15,2019
18149,Starke County,1,IN02,2019
18151,Steuben County,1,IN03,2019
18153,Sullivan County,1,IN09,2019
18155,Switzerland County,1,IN14,2019
18157,Tippecanoe County,1,IN07,2019
18159,Tipton County,1,IN07,2019
18161,Union County,1,IN11,2019
18163,Vanderburgh County,1,IN17,2019
18165,Vermillion County,1,IN09,2019
18167,Vigo County,1,IN09,2019
18169,Wabash County,1,IN03,2019
18171,Warren County,1,IN05,2019
18173,Warrick County,1,IN17,2019
18175,Washington County,1,IN16,2019
18177,Wayne County,1,IN11,2019
18179,Wells County,1,IN03,2019
18181,White County,1,IN05,2019
18183,Whitley County,1,IN03,2019
19001,Adair County,1,IA04,2019
19003,Adams County,1,IA04,2019
19005,Allamakee County,1,IA07,2019
19007,Appanoose County,1,IA05,2019
19009,Audubon County,1,IA04,2019
19011,Benton County,1,IA06,2019
19013,Black Hawk County,1,IA06,2019
19015,Boone County,1,IA01,2019
19017,Bremer County,1,IA07,2019
19019,Buchanan County,1,IA06,2019
19021,Buena Vista County,1,IA03,2019
19023,Butler County,1,IA07,2019
19025,Calhoun County,1,IA01,2019
19027,Carroll County,1,IA01,2019
19029,Cass County,1,IA04,2019
19031,Cedar County,1,IA06,2019
19033,Cerro Gordo County,1,IA07,2019
19035,Cherokee County,1,IA03,2019
19037,Chickasaw County,1,IA07,2019
19039,Clarke County,1,IA04,2019
19041,Clay County,1,IA03,2019
19043,Clayton County,1,IA06,2019
19045,Clinton County,1,IA06,2019
19047,Crawford County,1,IA03,2019
19049,Dallas County,1,IA02,2019
19051,Davis County,1,IA05,2019
19053,Decatur County,1,IA04,2019
19055,Delaware County,1,IA06,2019
19057,Des Moines County,1,IA05,2019
19059,Dickinson County,1,IA03,2019
19061,Dubuque County,1,IA06,2019
19063,Emmet County,1,IA07,2019
19065,Fayette County,1,IA07,2019
19067,Floyd County,1,IA07,2019
19069,Franklin County,1,IA07,2019
19071,Fremont County,1,IA04,2019
19073,Greene County,1,IA01,2019
19075,Grundy County,1,IA01,2019
19077,Guthrie County,1,IA04,2019
19079,Hamilton County,1,IA01,2019
19081,Hancock County,1,IA07,2019
19083,Hardin County,1,IA01,2019
19085,Harrison County,1,IA04,2019
19087,Henry County,1,IA05,2019
19089,Howard County,1,IA07,2019
19091,Humboldt County,1,IA07,2019
19093,Ida County,1,IA03,2019
19095,Iowa County,1,IA06,2019
19097,Jackson County,1,IA06,2019
19099,Jasper County,1,IA02,2019
19101,Jefferson County,1,IA05,2019
19103,Johnson County,1,IA06,2019
19105,Jones County,1,IA06,2019
19107,Keokuk County,1,IA05,2019
19109,Kossuth County,1,IA07,2019
19111,Lee County,1,IA05,2019
19113,Linn County,1,IA06,2019
19115,Louisa County,1,IA05,2019
19117,Lucas County,1,IA05,2019
19119,Lyon County,1,IA03,2019
19121,Madison County,1,IA02,2019
19123,Mahaska County,1,IA05,2019
19125,Marion County,1,IA02,2019
19127,Marshall County,1,IA01,2019
19129,Mills County,1,IA04,2019
19131,Mitchell County,1,IA07,2019
19133,Monona County,1,IA03,2019
19135,Monroe County,1,IA05,2019
19137,Montgomery County,1,IA04,2019
19139,Muscatine County,1,IA05,2019
19141,O'Brien County,1,IA03,2019
19143,Osceola County,1,IA03,2019
19145,Page County,1,IA04,2019
19147,Palo Alto County,1,IA03,2019
19149,Plymouth County,1,IA03,2019
19151,Pocahontas County,1,IA03,2019
19153,Polk County,1,IA02,2019
19155,Pottawattamie County,1,IA04,2019
19157,Poweshiek County,1,IA01,2019
19159,Ringgold County,1,IA04,2019
19161,Sac County,1,IA03,2019
19163,Scott County,1,IA06,2019
19165,Shelby County,1,IA04,2019
19167,Sioux County,1,IA03,2019
19169,Story County,1,IA01,2019
19171,Tama County,1,IA01,2019
19173,Taylor County,1,IA04,2019
19175,Union County,1,IA04,2019
19177,Van Buren County,1,IA05,2019
19179,Wapello County,1,IA05,2019
19181,Warren County,1,IA02,2019
19183,Washington County,1,IA05,2019
19185,Wayne County,1,IA05,2019
19187,Webster County,1,IA01,2019
19189,Winnebago County,1,IA07,2019
19191,Winneshiek County,1,IA07,2019
19193,Woodbury County,1,IA03,2019
19195,Worth County,1,IA07,2019
19197,Wright County,1,IA07,2019
20001,Allen County,1,KS07,2019
20003,Anderson County,1,KS02,2019
20005,Atchison County,1,KS02,2019
20007,Barber County,1,KS05,2019
20009,Barton County,1,KS04,2019
20011,Bourbon County,1,KS07,2019
20013,Brown County,1,KS02,2019
20015,Butler County,1,KS06,2019
20017,Chase County,1,KS06,2019
20019,Chautauqua County,1,KS06,2019
20021,Cherokee County,1,KS07,2019
20023,Cheyenne County,1,KS04,2019
20025,Clark County,1,KS05,2019
20027,Clay County,1,KS03,2019
20029,Cloud County,1,KS03,2019
20031,Coffey County,1,KS02,2019
20033,Comanche County,1,KS05,2019
20035,Cowley County,1,KS06,2019
20037,Crawford County,1,KS07,2019
20039,Decatur County,1,KS04,2019
20041,Dickinson County,1,KS03,2019
20043,Doniphan County,1,KS02,2019
20045,Douglas County,1,KS02,2019
20047,Edwards County,1,KS05,2019
20049,Elk County,1,KS06,2019
20051,Ellis County,1,KS04,2019
20053,Ellsworth County,1,KS03,2019
20055,Finney County,1,KS05,2019
20057,Ford County,1,KS05,2019
20059,Franklin County,1,KS02,2019
20061,Geary County,1,KS03,2019
20063,Gove County,1,KS04,2019
20065,Graham County,1,KS04,2019
20067,Grant County,1,KS05,2019
20069,Gray County,1,KS05,2019
20071,Greeley County,1,KS04,2019
20073,Greenwood County,1,KS06,2019
20075,Hamilton County,1,KS05,2019
20077,Harper County,1,KS06,2019
20079,Harvey County,1,KS06,2019
20081,Haskell County,1,KS05,2019
20083,Hodgeman County,1,KS05,2019
20085,Jackson County,1,KS02,2019
20087,Jefferson County,1,KS02,2019
20089,Jewell County,1,KS03,2019
20091,Johnson County,1,KS01,2019
20093,Kearny County,1,KS05,2019
20095,Kingman County,1,KS06,2019
20097,Kiowa County,1,KS05,2019
20099,Labette County,1,KS07,2019
20101,Lane County,1,KS04,2019
20103,Leavenworth County,1,KS01,2019
20105,Lincoln County,1,KS03,2019
20107,Linn County,1,KS02,2019
20109,Logan County,1,KS04,2019
20111,Lyon County,1,KS02,2019
20113,McPherson County,1,KS06,2019
20115,Marion County,1,KS06,2019
20117,Marshall County,1,KS02,2019
20119,Meade County,1,KS05,2019
20121,Miami County,1,KS01,2019
20123,Mitchell County,1,KS03,2019
20125,Montgomery County,1,KS06,2019
20127,Morris County,1,KS03,2019
20129,Morton County,1,KS05,2019
20131,Nemaha County,1,KS02,2019
20133,Neosho County,1,KS07,2019
20135,Ness County,1,KS04,2019
20137,Norton County,1,KS04,2019
20139,Osage County,1,KS02,2019
20141,Osborne County,1,KS04,2019
20143,Ottawa County,1,KS03,2019
20145,Pawnee County,1,KS05,2019
20147,Phillips County,1,KS04,2019
20149,Pottawatomie County,1,KS02,2019
20151,Pratt County,1,KS05,2019
20153,Rawlins County,1,KS04,2019
20155,Reno County,1,KS06,2019
20157,Republic County,1,KS03,2019
20159,Rice County,1,KS06,2019
20161,Riley County,1,KS03,2019
20163,Rooks County,1,KS04,2019
20165,Rush County,1,KS04,2019
20167,Russell County,1,KS04,2019
20169,Saline County,1,KS03,2019
20171,Scott County,1,KS04,2019
20173,Sedgwick County,1,KS06,2019
20175,Seward County,1,KS05,2019
20177,Shawnee County,1,KS02,2019
20179,Sheridan County,1,KS04,2019
20181,Sherman County,1,KS04,2019
20183,Smith County,1,KS04,2019
20185,Stafford County,1,KS05,2019
20187,Stanton County,1,KS05,2019
20189,Stevens County,1,KS05,2019
20191,Sumner County,1,KS06,2019
20193,Thomas County,1,KS04,2019
20195,Trego County,1,KS04,2019
20197,Wabaunsee County,1,KS02,2019
20199,Wallace County,1,KS04,2019
20201,Washington County,1,KS03,2019
20203,Wichita County,1,KS04,2019
20205,Wilson County,1,KS06,2019
20207,Woodson County,1,KS07,2019
20209,Wyandotte County,1,KS01,2019
21001,Adair County,1,KY04,2019
21003,Allen County,1,KY04,2019
21005,Anderson County,1,KY05,2019
21007,Ballard County,1,KY01,2019
21009,Barren County,1,KY04,2019
21011,Bath County,1,KY07,2019
21013,Bell County,1,KY08,2019
21015,Boone County,1,KY06,2019
21017,Bourbon County,1,KY05,2019
21019,Boyd County,1,KY07,2019
21021,Boyle County,1,KY05,2019
21023,Bracken County,1,KY07,2019
21025,Breathitt County,1,KY08,2019
21027,Breckinridge County,1,KY03,2019
21029,Bullitt County,1,KY03,2019
21031,Butler County,1,KY04,2019
21033,Caldwell County,1,KY01,2019
21035,Calloway County,1,KY01,2019
21037,Campbell County,1,KY06,2019
21039,Carlisle County,1,KY01,2019
21041,Carroll County,1,KY03,2019
21043,Carter County,1,KY07,2019
21045,Casey County,1,KY04,2019
21047,Christian County,1,KY02,2019
21049,Clark County,1,KY05,2019
21051,Clay County,1,KY08,2019
21053,Clinton County,1,KY04,2019
21055,Crittenden County,1,KY01,2019
21057,Cumberland County,1,KY04,2019
21059,Daviess County,1,KY02,2019
21061,Edmonson County,1,KY04,2019
21063,Elliott County,1,KY07,2019
21065,Estill County,1,KY05,2019
21067,Fayette County,1,KY05,2019
21069,Fleming County,1,KY07,2019
21071,Floyd County,1,KY08,2019
21073,Franklin County,1,KY05,2019
21075,Fulton County,1,KY01,2019
21077,Gallatin County,1,KY06,2019
21079,Garrard County,1,KY05,2019
21081,Grant County,1,KY06,2019
21083,Graves County,1,KY01,2019
21085,Grayson County,1,KY03,2019
21087,Green County,1,KY04,2019
21089,Greenup County,1,KY07,2019
21091,Hancock County,1,KY02,2019
21093,Hardin County,1,KY03,2019
21095,Harlan County,1,KY08,2019
21097,Harrison County,1,KY05,2019
21099,Hart County,1,KY04,2019
21101,Henderson County,1,KY02,2019
21103,Henry County,1,KY03,2019
21105,Hickman County,1,KY01,2019
21107,Hopkins County,1,KY02,2019
21109,Jackson County,1,KY05,2019
21111,Jefferson County,1,KY03,2019
21113,Jessamine County,1,KY05,2019
21115,Johnson County,1,KY08,2019
21117,Kenton County,1,KY06,2019
21119,Knott County,1,KY08,2019
21121,Knox County,1,KY08,2019
21123,Larue County,1,KY03,2019
21125,Laurel County,1,KY08,2019
21127,Lawrence County,1,KY07,2019
21129,Lee County,1,KY08,2019
21131,Leslie County,1,KY08,2019
21133,Letcher County,1,KY08,2019
21135,Lewis County,1,KY07,2019
21137,Lincoln County,1,KY05,2019
21139,Livingston County,1,KY01,2019
21141,Logan County,1,KY04,2019
21143,Lyon County,1,KY01,2019
21145,McCracken County,1,KY01,2019
21147,McCreary County,1,KY04,2019
21149,McLean County,1,KY02,2019
21151,Madison County,1,KY05,2019
21153,Magoffin County,1,KY08,2019
21155,Marion County,1,KY03,2019
21157,Marshall County,1,KY01,2019
21159,Martin County,1,KY08,2019
21161,Mason County,1,KY07,2019
21163,Meade County,1,KY03,2019
21165,Menifee County,1,KY07,2019
21167,Mercer County,1,KY05,2019
21169,Metcalfe County,1,KY04,2019
21171,Monroe County,1,KY04,2019
21173,Montgomery County,1,KY05,2019
21175,Morgan County,1,KY07,2019
21177,Muhlenberg County,1,KY02,2019
21179,Nelson County,1,KY03,2019
21181,Nicholas County,1,KY05,2019
21183,Ohio County,1,KY02,2019
21185,Oldham County,1,KY03,2019
21187,Owen County,1,KY05,2019
21189,Owsley County,1,KY08,2019
21191,Pendleton County,1,KY06,2019
21193,Perry County,1,KY08,2019
21195,Pike County,1,KY08,2019
21197,Powell County,1,KY05,2019
21199,Pulaski County,1,KY04,2019
21201,Robertson County,1,KY07,2019
21203,Rockcastle County,1,KY05,2019
21205,Rowan County,1,KY07,2019
21207,Russell County,1,KY04,2019
21209,Scott County,1,KY05,2019
21211,Shelby County,1,KY03,2019
21213,Simpson County,1,KY04,2019
21215,Spencer County,1,KY03,2019
21217,Taylor County,1,KY04,2019
21219,Todd County,1,KY02,2019
21221,Trigg County,1,KY02,2019
21223,Trimble County,1,KY03,2019
21225,Union County,1,KY02,2019
21227,Warren County,1,KY04,2019
21229,Washington County,1,KY03,2019
21231,Wayne County,1,KY04,2019
21233,Webster County,1,KY02,2019
21235,Whitley County,1,KY08,2019
21237,Wolfe County,1,KY08,2019
21239,Woodford County,1,KY05,2019
22001,Acadia Parish,1,LA03,2019
22003,Allen Parish,1,LA04,2019
22005,Ascension Parish,1,LA05,2019
22007,Assumption Parish,1,LA02,2019
22009,Avoyelles Parish,1,LA06,2019
22011,Beauregard Parish,1,LA04,2019
22013,Bienville Parish,1,LA08,2019
22015,Bossier Parish,1,LA08,2019
22017,Caddo Parish,1,LA08,2019
22019,Calcasieu Parish,1,LA04,2019
22021,Caldwell Parish,1,LA07,2019
22023,Cameron Parish,1,LA04,2019
22025,Catahoula Parish,1,LA06,2019
22027,Claiborne Parish,1,LA08,2019
22029,Concordia Parish,1,LA06,2019
22031,De Soto Parish,1,LA08,2019
22033,East Baton Rouge Parish,1,LA05,2019
22035,East Carroll Parish,1,LA07,2019
22037,East Feliciana Parish,1,LA05,2019
22039,Evangeline Parish,1,LA03,2019
22041,Franklin Parish,1,LA07,2019
22043,Grant Parish,1,LA06,2019
22045,Iberia Parish,1,LA03,2019
22047,Iberville Parish,1,LA05,2019
22049,Jackson Parish,1,LA07,2019
22051,Jefferson Parish,1,LA01,2019
22053,Jefferson Davis Parish,1,LA04,2019
22055,Lafayette Parish,1,LA03,2019
22057,Lafourche Parish,1,LA02,2019
22059,La Salle Parish,1,LA06,2019
22061,Lincoln Parish,1,LA07,2019
22063,Livingston Parish,1,LA05,2019
22065,Madison Parish,1,LA07,2019
22067,Morehouse Parish,1,LA07,2019
22069,Natchitoches Parish,1,LA08,2019
22071,Orleans Parish,1,LA01,2019
22073,Ouachita Parish,1,LA07,2019
22075,Plaquemines Parish,1,LA01,2019
22077,Pointe Coupee Parish,1,LA05,2019
22079,Rapides Parish,1,LA06,2019
22081,Red River Parish,1,LA08,2019
22083,Richland Parish,1,LA07,2019
22085,Sabine Parish,1,LA08,2019
22087,St. Bernard Parish,1,LA01,2019
22089,St. Charles Parish,1,LA01,2019
22091,St. Helena Parish,1,LA05,2019
22093,St. James Parish,1,LA01,2019
22095,St. John the Baptist Parish,1,LA01,2019
22097,St. Landry Parish,1,LA03,2019
22099,St. Martin Parish,1,LA03,2019
22101,St. Mary Parish,1,LA03,2019
22103,St. Tammany Parish,1,LA01,2019
22105,Tangipahoa Parish,1,LA05,2019
22107,Tensas Parish,1,LA07,2019
22109,Terrebonne Parish,1,LA02,2019
22111,Union Parish,1,LA07,2019
22113,Vermilion Parish,1,LA03,2019
22115,Vernon Parish,1,LA06,2019
22117,Washington Parish,1,LA05,2019
22119,Webster Parish,1,LA08,2019
22121,West Baton Rouge Parish,1,LA05,2019
22123,West Carroll Parish,1,LA07,2019
22125,West Feliciana Parish,1,LA05,2019
22127,Winn Parish,1,LA06,2019
23001,Androscoggin County,1,ME03,2019
23003,Aroostook County,1,ME04,2019
23005,Cumberland County,1,ME01,2019
23007,Franklin County,1,ME03,2019
23009,Hancock County,1,ME04,2019
23011,Kennebec County,1,ME02,2019
23013,Knox County,1,ME02,2019
23015,Lincoln County,1,ME02,2019
23017,Oxford County,1,ME02,2019
23019,Penobscot County,1,ME03,2019
23021,Piscataquis County,1,ME03,2019
23023,Sagadahoc County,1,ME01,2019
23025,Somerset County,1,ME03,2019
23027,Waldo County,1,ME03,2019
23029,Washington County,1,ME04,2019
23031,York County,1,ME01,2019
24001,Allegany County,1,MD04,2019
24003,Anne Arundel County,1,MD01,2019
24005,Baltimore County,1,MD01,2019
24009,Calvert County,1,MD02,2019
24011,Caroline County,1,MD02,2019
24013,Carroll County,1,MD04,2019
24015,Cecil County,1,MD02,2019
24017,Charles County,1,MD02,2019
24019,Dorchester County,1,MD02,2019
24021,Frederick County,1,MD04,2019
24023,Garrett County,1,MD04,2019
24025,Harford County,1,MD01,2019
24027,Howard County,1,MD01,2019
24029,Kent County,1,MD02,2019
24031,Montgomery County,1,MD03,2019
24033,Prince George's County,1,MD03,2019
24035,Queen Anne's County,1,MD02,2019
24037,St. Mary's County,1,MD02,2019
24039,Somerset County,1,MD02,2019
24041,Talbot County,1,MD02,2019
24043,Washington County,1,MD04,2019
24045,Wicomico County,1,MD02,2019
24047,Worcester County,1,MD02,2019
24510,Baltimore city,1,MD01,2019
25001,Barnstable County,1,MA07,2019
25003,Berkshire County,1,MA01,2019
25005,Bristol County,2,MA03,2019
25005,Bristol County,2,MA06,2019
25007,Dukes County,2,MA06,2019
25007,Dukes County,2,MA07,2019
25009,Essex County,1,MA04,2019
25011,Franklin County,1,MA01,2019
25013,Hampden County,2,MA01,2019
25013,Hampden County,2,MA02,2019
25015,Hampshire County,1,MA01,2019
25017,Middlesex County,4,MA02,2019
25017,Middlesex County,4,MA03,2019
25017,Middlesex County,4,MA04,2019
25017,Middlesex County,4,MA05,2019
25019,Nantucket County,1,MA07,2019
25021,Norfolk County,3,MA03,2019
25021,Norfolk County,3,MA05,2019
25021,Norfolk County,3,MA06,2019
25023,Plymouth County,3,MA03,2019
25023,Plymouth County,3,MA06,2019
25023,Plymouth County,3,MA07,2019
25025,Suffolk County,1,MA05,2019
25027,Worcester County,3,MA01,2019
25027,Worcester County,3,MA02,2019
25027,Worcester County,3,MA03,2019
26001,Alcona County,1,MI15,2019
26003,Alger County,1,MI16,2019
26005,Allegan County,1,MI11,2019
26007,Alpena County,1,MI15,2019
26009,Antrim County,1,MI14,2019
26011,Arenac County,1,MI08,2019
26013,Baraga County,1,MI16,2019
26015,Barry County,1,MI11,2019
26017,Bay County,1,MI08,2019
26019,Benzie County,1,MI14,2019
26021,Berrien County,1,MI09,2019
26023,Branch County,1,MI10,2019
26025,Calhoun County,1,MI10,2019
26027,Cass County,1,MI09,2019
26029,Charlevoix County,1,MI14,2019
26031,Cheboygan County,1,MI15,2019
26033,Chippewa County,1,MI15,2019
26035,Clare County,1,MI13,2019
26037,Clinton County,1,MI07,2019
26039,Crawford County,1,MI15,2019
26041,Delta County,1,MI16,2019
26043,Dickinson County,1,MI16,2019
26045,Eaton County,1,MI07,2019
26047,Emmet County,1,MI14,2019
26049,Genesee County,1,MI05,2019
26051,Gladwin County,1,MI13,2019
26053,Gogebic County,1,MI16,2019
26055,Grand Traverse County,1,MI14,2019
26057,Gratiot County,1,MI08,2019
26059,Hillsdale County,1,MI07,2019
26061,Houghton County,1,MI16,2019
26063,Huron County,1,MI06,2019
26065,Ingham County,1,MI07,2019
26067,Ionia County,1,MI12,2019
26069,Iosco County,1,MI15,2019
26071,Iron County,1,MI16,2019
26073,Isabella County,1,MI13,2019
26075,Jackson County,1,MI07,2019
26077,Kalamazoo County,1,MI10,2019
26079,Kalkaska County,1,MI14,2019
26081,Kent County,1,MI12,2019
26083,Keweenaw County,1,MI16,2019
26085,Lake County,1,MI12,2019
26087,Lapeer County,1,MI05,2019
26089,Leelanau County,1,MI14,2019
26091,Lenawee County,1,MI04,2019
26093,Livingston County,1,MI04,2019
26095,Luce County,1,MI16,2019
26097,Mackinac County,1,MI15,2019
26099,Macomb County,1,MI02,2019
26101,Manistee County,1,MI14,2019
26103,Marquette County,1,MI16,2019
26105,Mason County,1,MI12,2019
26107,Mecosta County,1,MI12,2019
26109,Menominee County,1,MI16,2019
26111,Midland County,1,MI13,2019
26113,Missaukee County,1,MI14,2019
26115,Monroe County,1,MI01,2019
26117,Montcalm County,1,MI12,2019
26119,Montmorency County,1,MI15,2019
26121,Muskegon County,1,MI12,2019
26123,Newaygo County,1,MI12,2019
26125,Oakland County,1,MI02,2019
26127,Oceana County,1,MI12,2019
26129,Ogemaw County,1,MI15,2019
26131,Ontonagon County,1,MI16,2019
26133,Osceola County,1,MI12,2019
26135,Oscoda County,1,MI15,2019
26137,Otsego County,1,MI15,2019
26139,Ottawa County,1,MI12,2019
26141,Presque Isle County,1,MI15,2019
26143,Roscommon County,1,MI15,2019
26145,Saginaw County,1,MI08,2019
26147,St. Clair County,1,MI03,2019
26149,St. Joseph County,1,MI09,2019
26151,Sanilac County,1,MI06,2019
26153,Schoolcraft County,1,MI16,2019
26155,Shiawassee County,1,MI05,2019
26157,Tuscola County,1,MI06,2019
26159,Van Buren County,1,MI09,2019
26161,Washtenaw County,1,MI04,2019
26163,Wayne County,1,MI01,2019
26165,Wexford County,1,MI14,2019
27001,Aitkin County,1,MN07,2019
27003,Anoka County,1,MN08,2019
27005,Becker County,1,MN06,2019
27007,Beltrami County,1,MN07,2019
27009,Benton County,1,MN08,2019
27011,Big Stone County,1,MN05,2019
27013,Blue Earth County,1,MN03,2019
27015,Brown County,1,MN04,2019
27017,Carlton County,1,MN02,2019
27019,Carver County,1,MN08,2019
27021,Cass County,1,MN07,2019
27023,Chippewa County,1,MN05,2019
27025,Chisago County,1,MN07,2019
27027,Clay County,1,MN06,2019
27029,Clearwater County,1,MN09,2019
27031,Cook County,1,MN02,2019
27033,Cottonwood County,1,MN04,2019
27035,Crow Wing County,1,MN07,2019
27037,Dakota County,1,MN08,2019
27039,Dodge County,1,MN01,2019
27041,Douglas County,1,MN06,2019
27043,Faribault County,1,MN03,2019
27045,Fillmore County,1,MN01,2019
27047,Freeborn County,1,MN01,2019
27049,Goodhue County,1,MN01,2019
27051,Grant County,1,MN06,2019
27053,Hennepin County,1,MN08,2019
27055,Houston County,1,MN01,2019
27057,Hubbard County,1,MN07,2019
27059,Isanti County,1,MN07,2019
27061,Itasca County,1,MN02,2019
27063,Jackson County,1,MN04,2019
27065,Kanabec County,1,MN07,2019
27067,Kandiyohi County,1,MN05,2019
27069,Kittson County,1,MN09,2019
27071,Koochiching County,1,MN02,2019
27073,Lac qui Parle County,1,MN05,2019
27075,Lake County,1,MN02,2019
27077,Lake of the Woods County,1,MN02,2019
27079,Le Sueur County,1,MN03,2019
27081,Lincoln County,1,MN04,2019
27083,Lyon County,1,MN05,2019
27085,McLeod County,1,MN05,2019
27087,Mahnomen County,1,MN09,2019
27089,Marshall County,1,MN09,2019
27091,Martin County,1,MN03,2019
27093,Meeker County,1,MN05,2019
27095,Mille Lacs County,1,MN07,2019
27097,Morrison County,1,MN07,2019
27099,Mower County,1,MN01,2019
27101,Murray County,1,MN04,2019
27103,Nicollet County,1,MN03,2019
27105,Nobles County,1,MN04,2019
27107,Norman County,1,MN09,2019
27109,Olmsted County,1,MN01,2019
27111,Otter Tail County,1,MN06,2019
27113,Pennington County,1,MN09,2019
27115,Pine County,1,MN07,2019
27117,Pipestone County,1,MN04,2019
27119,Polk County,1,MN09,2019
27121,Pope County,1,MN06,2019
27123,Ramsey County,1,MN08,2019
27125,Red Lake County,1,MN09,2019
27127,Redwood County,1,MN04,2019
27129,Renville County,1,MN05,2019
27131,Rice County,1,MN03,2019
27133,Rock County,1,MN04,2019
27135,Roseau County,1,MN07,2019
27137,St. Louis County,1,MN02,2019
27139,Scott County,1,MN08,2019
27141,Sherburne County,1,MN08,2019
27143,Sibley County,1,MN05,2019
27145,Stearns County,1,MN08,2019
27147,Steele County,1,MN01,2019
27149,Stevens County,1,MN06,2019
27151,Swift County,1,MN05,2019
27153,Todd County,1,MN07,2019
27155,Traverse County,1,MN06,2019
27157,Wabasha County,1,MN01,2019
27159,Wadena County,1,MN07,2019
27161,Waseca County,1,MN03,2019
27163,Washington County,1,MN08,2019
27165,Watonwan County,1,MN03,2019
27167,Wilkin County,1,MN06,2019
27169,Winona County,1,MN01,2019
27171,Wright County,1,MN08,2019
27173,Yellow Medicine County,1,MN05,2019
28001,Adams County,1,MS06,2019
28003,Alcorn County,1,MS06,2019
28005,Amite County,1,MS06,2019
28007,Attala County,1,MS06,2019
28009,Benton County,1,MS02,2019
28011,Bolivar County,1,MS06,2019
28013,Calhoun County,1,MS06,2019
28015,Carroll County,1,MS06,2019
28017,Chickasaw County,1,MS06,2019
28019,Choctaw County,1,MS06,2019
28021,Claiborne County,1,MS06,2019
28023,Clarke County,1,MS06,2019
28025,Clay County,1,MS06,2019
28027,Coahoma County,1,MS06,2019
28029,Copiah County,1,MS03,2019
28031,Covington County,1,MS06,2019
28033,DeSoto County,1,MS01,2019
28035,Forrest County,1,MS04,2019
28037,Franklin County,1,MS06,2019
28039,George County,1,MS05,2019
28041,Greene County,1,MS04,2019
28043,Grenada County,1,MS06,2019
28045,Hancock County,1,MS05,2019
28047,Harrison County,1,MS05,2019
28049,Hinds County,1,MS03,2019
28051,Holmes County,1,MS06,2019
28053,Humphreys County,1,MS06,2019
28055,Issaquena County,1,MS06,2019
28057,Itawamba County,1,MS02,2019
28059,Jackson County,1,MS05,2019
28061,Jasper County,1,MS06,2019
28063,Jefferson County,1,MS06,2019
28065,Jefferson Davis County,1,MS06,2019
28067,Jones County,1,MS04,2019
28069,Kemper County,1,MS06,2019
28071,Lafayette County,1,MS06,2019
28073,Lamar County,1,MS04,2019
28075,Lauderdale County,1,MS06,2019
28077,Lawrence County,1,MS06,2019
28079,Leake County,1,MS06,2019
28081,Lee County,1,MS02,2019
28083,Leflore County,1,MS06,2019
28085,Lincoln County,1,MS06,2019
28087,Lowndes County,1,MS06,2019
28089,Madison County,1,MS03,2019
28091,Marion County,1,MS06,2019
28093,Marshall County,1,MS01,2019
28095,Monroe County,1,MS06,2019
28097,Montgomery County,1,MS06,2019
28099,Neshoba County,1,MS06,2019
28101,Newton County,1,MS06,2019
28103,Noxubee County,1,MS06,2019
28105,Oktibbeha County,1,MS06,2019
28107,Panola County,1,MS06,2019
28109,Pearl River County,1,MS04,2019
28111,Perry County,1,MS04,2019
28113,Pike County,1,MS06,2019
28115,Pontotoc County,1,MS02,2019
28117,Prentiss County,1,MS06,2019
28119,Quitman County,1,MS06,2019
28121,Rankin County,1,MS03,2019
28123,Scott County,1,MS06,2019
28125,Sharkey County,1,MS06,2019
28127,Simpson County,1,MS03,2019
28129,Smith County,1,MS06,2019
28131,Stone County,1,MS05,2019
28133,Sunflower County,1,MS06,2019
28135,Tallahatchie County,1,MS06,2019
28137,Tate County,1,MS01,2019
28139,Tippah County,1,MS02,2019
28141,Tishomingo County,1,MS06,2019
28143,Tunica County,1,MS01,2019
28145,Union County,1,MS02,2019
28147,Walthall County,1,MS06,2019
28149,Warren County,1,MS03,2019
28151,Washington County,1,MS06,2019
28153,Wayne County,1,MS06,2019
28155,Webster County,1,MS06,2019
28157,Wilkinson County,1,MS06,2019
28159,Winston County,1,MS06,2019
28161,Yalobusha County,1,MS06,2019
28163,Yazoo County,1,MS06,2019
29001,Adair County,1,MO02,2019
29003,Andrew County,1,MO01,2019
29005,Atchison County,1,MO01,2019
29007,Audrain County,1,MO05,2019
29009,Barry County,1,MO08,2019
29011,Barton County,1,MO07,2019
29013,Bates County,1,MO04,2019
29015,Benton County,1,MO04,2019
29017,Bollinger County,1,MO10,2019
29019,Boone County,1,MO05,2019
29021,Buchanan County,1,MO01,2019
29023,Butler County,1,MO10,2019
29025,Caldwell County,1,MO01,2019
29027,Callaway County,1,MO05,2019
